"Inbound Document Number","GR Number","Ship-To Code","Ship-To Name","SKU","SKU Description","Case Weight","Category","Subgrid Location","Pallet ID","Subgrid/Rollcage","Allocated Quantity","Sorted Quantity","Date Sorted"
"ID-180822-001","ZGR-000000080","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","RF000081","ROYAL FILIPINO CELEBRATION",20,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000080","GRC-018",7,7,"Aug 22, 2018"
"ID-180822-001","ZGR-000000027","STC-000000641","ROBINSONS SPMKT ANTIPOLO","RF000048","ROYAL LINGUINE 1KGX18",18.83,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000027","GRC-002",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000016","STC-000000521","PUREGOLD JR SAN DIONISIO","RF000058","ROYAL CHEESY CELEBRATION X 10",18.4,"FOOD","GSRT-B02-22","ZEU000000016","GRC-045",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000016","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","RF000058","ROYAL CHEESY CELEBRATION X 10",18.4,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000016","GRC-018",8,8,"Aug 22, 2018"
"ID-180822-001","ZGR-000000039","STC-000000521","PUREGOLD JR SAN DIONISIO","WF000379","FIESTA 119 SWEET SPAGTIPID 1.8KG X 10",18.4,"FOOD","GSRT-B02-22","ZEU000000039","GRC-045",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000039","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","WF000379","FIESTA 119 SWEET SPAGTIPID 1.8KG X 10",18.4,"FOOD","GSRT-B02-23","ZEU000000039","GRC-046",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000046","STC-000000521","PUREGOLD JR SAN DIONISIO","WF000381","FIESTA 119 FIL SPAGTIPID 1.7 KG X 10",17.4,"FOOD","GSRT-B02-22","ZEU000000046","GRC-045",4,4,"Aug 22, 2018"
"ID-180822-001","ZGR-000000081","STC-000000645","ROBINSONS SPMKT BF PARANAQUE","RF000060","ROYAL PREMIUM SPAGHETTI 35X450G",16.8,"FOOD","GSRT-B01-25,GSRT-B02-25","ZEU000000081","GRC-048",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000081","STC-000000648","ROBINSONS SPMKT CALIFORNIA","RF000060","ROYAL PREMIUM SPAGHETTI 35X450G",16.8,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000081","GRC-012",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000081","STC-000000661","ROBINSONS SPMKT MADISON GALLERIES ALABANG","RF000060","ROYAL PREMIUM SPAGHETTI 35X450G",16.8,"FOOD","GSRT-B01-23","ZEU000000081","GRC-023",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000081","STC-000001003","ULTRA MEGA MUNTINLUPA (RETAIL)","RF000060","ROYAL PREMIUM SPAGHETTI 35X450G",16.8,"FOOD","GSRT-B01-19,GSRT-B01-20","ZEU000000081","GRC-020",30,30,"Aug 22, 2018"
"ID-180822-001","ZGR-000000064","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","RF000057","ROYAL PREMIUM SPAGHETTI 900G",16.7,"FOOD","GSRT-B02-23","ZEU000000064","GRC-046",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000064","STC-000000626","ROBINSONS DEPT STORE GALLERIA","RF000057","ROYAL PREMIUM SPAGHETTI 900G",16.7,"FOOD","GSRT-B02-10,GSRT-B02-11,GSRT-B02-12","ZEU000000064","GRC-035",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000064","STC-000000641","ROBINSONS SPMKT ANTIPOLO","RF000057","ROYAL PREMIUM SPAGHETTI 900G",16.7,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000064","GRC-002",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000064","STC-000000648","ROBINSONS SPMKT CALIFORNIA","RF000057","ROYAL PREMIUM SPAGHETTI 900G",16.7,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000064","GRC-012",6,6,"Aug 22, 2018"
"ID-180822-001","ZGR-000000064","STC-000000655","ROBINSONS SPMKT EASTWOOD TECHNO","RF000057","ROYAL PREMIUM SPAGHETTI 900G",16.7,"FOOD","GSRT-B02-07,GSRT-B02-08","ZEU000000064","GRC-031",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000064","STC-000000659","ROBINSONS SPMKT KARANGALAN","RF000057","ROYAL PREMIUM SPAGHETTI 900G",16.7,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000064","GRC-038",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000031","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","RF000073","ROYAL SWEET CELEBRATION (BAG)",16.5,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000031","GRC-018",9,9,"Aug 22, 2018"
"ID-180822-001","ZGR-000000070","STC-000000657","ROBINSONS SPMKT GRACELAND","WF000214","WK ULTIMATE FUDGE 580GX24",15.73,"FOOD","GSRT-B01-14","ZEU000000070","GRC-014",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000070","STC-000000666","ROBINSONS SPMKT METRO EAST","WF000214","WK ULTIMATE FUDGE 580GX24",15.73,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000070","GRC-043",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000004","STC-000000641","ROBINSONS SPMKT ANTIPOLO","RF000078","BOGO (Royal spag 900g + mac 200g)",14,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000004","GRC-002",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000004","STC-000000647","ROBINSONS SPMKT CAINTA","RF000078","BOGO (Royal spag 900g + mac 200g)",14,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000004","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000009","STC-000000645","ROBINSONS SPMKT BF PARANAQUE","WF000213","WK BTRSCOTCH500GX24",13.73,"FOOD","GSRT-B01-25,GSRT-B02-25","ZEU000000009","GRC-048",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000009","STC-000000666","ROBINSONS SPMKT METRO EAST","WF000213","WK BTRSCOTCH500GX24",13.73,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000009","GRC-043",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000056","STC-000000641","ROBINSONS SPMKT ANTIPOLO","JF000968","SK APPLE 1L x 12s",13.39,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000056","GRC-002",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000056","STC-000000647","ROBINSONS SPMKT CAINTA","JF000968","SK APPLE 1L x 12s",13.39,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000056","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000056","STC-000000659","ROBINSONS SPMKT KARANGALAN","JF000968","SK APPLE 1L x 12s",13.39,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000056","GRC-038",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000056","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","JF000968","SK APPLE 1L x 12s",13.39,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000056","GRC-018",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000056","STC-000000674","ROBINSONS SPMKT RP PIONEER","JF000968","SK APPLE 1L x 12s",13.39,"FOOD","GSRT-B01-08,GSRT-B01-09","ZEU000000056","GRC-009",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000626","ROBINSONS DEPT STORE GALLERIA","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B02-10,GSRT-B02-11,GSRT-B02-12","ZEU000000029","GRC-035",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000627","ROBINSONS EASYMART AGUIRRE","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B02-24","ZEU000000029","GRC-047",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000628","ROBINSONS EASYMART ANTIPOLO","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B01-03","ZEU000000029","GRC-003",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000645","ROBINSONS SPMKT BF PARANAQUE","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B01-25,GSRT-B02-25","ZEU000000029","GRC-048",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000658","ROBINSONS SPMKT GRAND CANAL MCKINLEY","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B02-04","ZEU000000029","GRC-027",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000659","ROBINSONS SPMKT KARANGALAN","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000029","GRC-038",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000661","ROBINSONS SPMKT MADISON GALLERIES ALABANG","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B01-23","ZEU000000029","GRC-023",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000664","ROBINSONS SPMKT MERCEDES","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B02-17,GSRT-B02-18","ZEU000000029","GRC-041",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000666","ROBINSONS SPMKT METRO EAST","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000029","GRC-043",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000029","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","JF000945","SEL FULLCREAM MILK 1L X 12",13.32,"FOOD","GSRT-B02-05","ZEU000000029","GRC-028",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000042","STC-000000521","PUREGOLD JR SAN DIONISIO","JF001022","SELECTA LOWFAT 1LITER SAVE P30",13.32,"FOOD","GSRT-B02-22","ZEU000000042","GRC-045",4,4,"Aug 22, 2018"
"ID-180822-001","ZGR-000000042","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","JF001022","SELECTA LOWFAT 1LITER SAVE P30",13.32,"FOOD","GSRT-B02-23","ZEU000000042","GRC-046",6,6,"Aug 22, 2018"
"ID-180822-001","ZGR-000000042","STC-000000093","ISETANN SUPERMARKET STA. MESA","JF001022","SELECTA LOWFAT 1LITER SAVE P30",13.32,"FOOD","GSRT-B01-13","ZEU000000042","GRC-013",5,5,"Aug 22, 2018"
"ID-180822-001","ZGR-000000048","STC-000000521","PUREGOLD JR SAN DIONISIO","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-22","ZEU000000048","GRC-045",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000048","STC-000000626","ROBINSONS DEPT STORE GALLERIA","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-10,GSRT-B02-11,GSRT-B02-12","ZEU000000048","GRC-035",40,40,"Aug 22, 2018"
"ID-180822-001","ZGR-000000048","STC-000000628","ROBINSONS EASYMART ANTIPOLO","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-03","ZEU000000048","GRC-003",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000048","STC-000000627","ROBINSONS EASYMART AGUIRRE","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-24","ZEU000000048","GRC-047",5,5,"Aug 22, 2018"
"ID-180822-001","ZGR-000000049","STC-000000640","ROBINSONS SPMKT ACACIA ESCALADES","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-13","ZEU000000049","GRC-036",9,9,"Aug 22, 2018"
"ID-180822-001","ZGR-000000049","STC-000000641","ROBINSONS SPMKT ANTIPOLO","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000049","GRC-002",6,6,"Aug 22, 2018"
"ID-180822-001","ZGR-000000049","STC-000000645","ROBINSONS SPMKT BF PARANAQUE","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-25,GSRT-B02-25","ZEU000000049","GRC-048",16,16,"Aug 22, 2018"
"ID-180822-001","ZGR-000000049","STC-000000647","ROBINSONS SPMKT CAINTA","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000049","ZEU000000049",25,25,"Aug 22, 2018"
"ID-180822-001","ZGR-000000051","STC-000000647","ROBINSONS SPMKT CAINTA","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000051","ZEU000000051",35,35,"Aug 22, 2018"
"ID-180822-001","ZGR-000000051","STC-000000648","ROBINSONS SPMKT CALIFORNIA","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000051","GRC-012",21,21,"Aug 22, 2018"
"ID-180822-001","ZGR-000000052","STC-000000648","ROBINSONS SPMKT CALIFORNIA","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000052","GRC-012",24,24,"Aug 22, 2018"
"ID-180822-001","ZGR-000000052","STC-000000655","ROBINSONS SPMKT EASTWOOD TECHNO","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-07,GSRT-B02-08","ZEU000000052","GRC-031",32,32,"Aug 22, 2018"
"ID-180822-001","ZGR-000000050","STC-000000655","ROBINSONS SPMKT EASTWOOD TECHNO","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-07,GSRT-B02-08","ZEU000000050","GRC-031",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000050","STC-000000656","ROBINSONS SPMKT FEDERAL BAY","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-21","ZEU000000050","GRC-044",6,6,"Aug 22, 2018"
"ID-180822-001","ZGR-000000050","STC-000000657","ROBINSONS SPMKT GRACELAND","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-14","ZEU000000050","GRC-014",5,5,"Aug 22, 2018"
"ID-180822-001","ZGR-000000050","STC-000000658","ROBINSONS SPMKT GRAND CANAL MCKINLEY","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-04","ZEU000000050","GRC-027",8,8,"Aug 22, 2018"
"ID-180822-001","ZGR-000000050","STC-000000659","ROBINSONS SPMKT KARANGALAN","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000050","GRC-038",23,23,"Aug 22, 2018"
"ID-180822-001","ZGR-000000050","STC-000000661","ROBINSONS SPMKT MADISON GALLERIES ALABANG","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-23","ZEU000000050","GRC-023",5,5,"Aug 22, 2018"
"ID-180822-001","ZGR-000000050","STC-000000664","ROBINSONS SPMKT MERCEDES","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-17,GSRT-B02-18","ZEU000000050","GRC-041",7,7,"Aug 22, 2018"
"ID-180822-001","ZGR-000000053","STC-000000664","ROBINSONS SPMKT MERCEDES","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-17,GSRT-B02-18","ZEU000000053","GRC-041",17,17,"Aug 22, 2018"
"ID-180822-001","ZGR-000000053","STC-000000666","ROBINSONS SPMKT METRO EAST","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000053","GRC-043",33,33,"Aug 22, 2018"
"ID-180822-001","ZGR-000000053","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000053","ZEU000000053",6,6,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000094","JAYNITH'S SUPERMART PASIG","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B02-09","ZEU000000057","GRC-032",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000626","ROBINSONS DEPT STORE GALLERIA","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B02-10,GSRT-B02-11,GSRT-B02-12","ZEU000000057","GRC-035",4,4,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000627","ROBINSONS EASYMART AGUIRRE","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B02-24","ZEU000000057","GRC-047",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000655","ROBINSONS SPMKT EASTWOOD TECHNO","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B02-07,GSRT-B02-08","ZEU000000057","GRC-031",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000658","ROBINSONS SPMKT GRAND CANAL MCKINLEY","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B02-04","ZEU000000057","GRC-027",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000666","ROBINSONS SPMKT METRO EAST","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000057","GRC-043",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000057","GRC-018",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000674","ROBINSONS SPMKT RP PIONEER","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B01-08,GSRT-B01-09","ZEU000000057","GRC-009",5,5,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B02-05","ZEU000000057","GRC-028",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000057","STC-000000678","ROBINSONS SPMKT SOUTHPARK MALL","JF000944","SEL FORT LOWFAT 1L X 12",13.32,"FOOD","GSRT-B01-21,GSRT-B01-22","ZEU000000057","GRC-022",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000067","STC-000000674","ROBINSONS SPMKT RP PIONEER","JF000946","SEL FORT LF CHOCO 1LX12",13.32,"FOOD","GSRT-B01-08,GSRT-B01-09","ZEU000000067","GRC-009",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000054","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000054","ZEU000000054",56,56,"Aug 22, 2018"
"ID-180822-001","ZGR-000000055","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000055","ZEU000000055",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000055","STC-000000674","ROBINSONS SPMKT RP PIONEER","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-08,GSRT-B01-09","ZEU000000055","GRC-009",29,29,"Aug 22, 2018"
"ID-180822-001","ZGR-000000055","STC-000000678","ROBINSONS SPMKT SOUTHPARK MALL","JF000889","FFM1LX2sX6 save P15",13.32,"FOOD","GSRT-B01-21,GSRT-B01-22","ZEU000000055","GRC-022",26,26,"Aug 22, 2018"
"ID-180822-001","ZGR-000000035","STC-000000641","ROBINSONS SPMKT ANTIPOLO","JF000955","SK ORANGE 1L x 12S",13.2,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000035","GRC-002",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000035","STC-000000647","ROBINSONS SPMKT CAINTA","JF000955","SK ORANGE 1L x 12S",13.2,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000035","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000035","STC-000000648","ROBINSONS SPMKT CALIFORNIA","JF000955","SK ORANGE 1L x 12S",13.2,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000035","GRC-012",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000035","STC-000000666","ROBINSONS SPMKT METRO EAST","JF000955","SK ORANGE 1L x 12S",13.2,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000035","GRC-043",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000035","STC-000000674","ROBINSONS SPMKT RP PIONEER","JF000955","SK ORANGE 1L x 12S",13.2,"FOOD","GSRT-B01-08,GSRT-B01-09","ZEU000000035","GRC-009",5,5,"Aug 22, 2018"
"ID-180822-001","ZGR-000000035","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","JF000955","SK ORANGE 1L x 12S",13.2,"FOOD","GSRT-B02-05","ZEU000000035","GRC-028",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000521","PUREGOLD JR SAN DIONISIO","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B02-22","ZEU000000063","GRC-045",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B02-23","ZEU000000063","GRC-046",4,4,"Aug 22, 2018"
