"Inbound Document Number","GR Number","Ship-To Code","Ship-To Name","SKU","SKU Description","Case Weight","Category","Subgrid Location","Pallet ID","Subgrid/Rollcage","Allocated Quantity","Sorted Quantity","Date Sorted"
"ID-180822-001","ZGR-000000063","STC-000000627","ROBINSONS EASYMART AGUIRRE","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B02-24","ZEU000000063","GRC-047",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000628","ROBINSONS EASYMART ANTIPOLO","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B01-03","ZEU000000063","GRC-003",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000641","ROBINSONS SPMKT ANTIPOLO","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000063","GRC-002",4,4,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000645","ROBINSONS SPMKT BF PARANAQUE","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B01-25,GSRT-B02-25","ZEU000000063","GRC-048",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000647","ROBINSONS SPMKT CAINTA","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000063","GRC-006",4,4,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000648","ROBINSONS SPMKT CALIFORNIA","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000063","GRC-012",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000658","ROBINSONS SPMKT GRAND CANAL MCKINLEY","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B02-04","ZEU000000063","GRC-027",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000659","ROBINSONS SPMKT KARANGALAN","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000063","GRC-038",4,4,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000666","ROBINSONS SPMKT METRO EAST","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000063","GRC-043",5,5,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000063","GRC-018",10,10,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B02-05","ZEU000000063","GRC-028",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000063","STC-000000093","ISETANN SUPERMARKET STA. MESA","JF000942","SEL FILLED MILK 1 LITER X 12",13.19,"FOOD","GSRT-B01-13","ZEU000000063","GRC-013",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000075","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","RF000050","ROYAL PREMIUM ELBOW MAC 400G",13,"FOOD","GSRT-B02-23","ZEU000000075","GRC-046",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000075","STC-000000647","ROBINSONS SPMKT CAINTA","RF000050","ROYAL PREMIUM ELBOW MAC 400G",13,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000075","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000075","STC-000000648","ROBINSONS SPMKT CALIFORNIA","RF000050","ROYAL PREMIUM ELBOW MAC 400G",13,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000075","GRC-012",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000075","STC-000000666","ROBINSONS SPMKT METRO EAST","RF000050","ROYAL PREMIUM ELBOW MAC 400G",13,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000075","GRC-043",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000075","STC-000001003","ULTRA MEGA MUNTINLUPA (RETAIL)","RF000050","ROYAL PREMIUM ELBOW MAC 400G",13,"FOOD","GSRT-B01-19,GSRT-B01-20","ZEU000000075","GRC-020",5,5,"Aug 22, 2018"
"ID-180822-001","ZGR-000000013","STC-000000664","ROBINSONS SPMKT MERCEDES","RF000051","ROYAL PREMIUM ELBOW MAC 1KG",12.96,"FOOD","GSRT-B02-17,GSRT-B02-18","ZEU000000013","GRC-041",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000041","STC-000000521","PUREGOLD JR SAN DIONISIO","WF000257","WK APF BUNDLE PACK2KGX6",12.95,"FOOD","GSRT-B02-22","ZEU000000041","GRC-045",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000041","STC-000000627","ROBINSONS EASYMART AGUIRRE","WF000257","WK APF BUNDLE PACK2KGX6",12.95,"FOOD","GSRT-B02-24","ZEU000000041","GRC-047",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000041","STC-000000648","ROBINSONS SPMKT CALIFORNIA","WF000257","WK APF BUNDLE PACK2KGX6",12.95,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000041","GRC-012",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000041","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","WF000257","WK APF BUNDLE PACK2KGX6",12.95,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000041","GRC-018",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000041","STC-000000674","ROBINSONS SPMKT RP PIONEER","WF000257","WK APF BUNDLE PACK2KGX6",12.95,"FOOD","GSRT-B01-08,GSRT-B01-09","ZEU000000041","GRC-009",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000018","STC-000000647","ROBINSONS SPMKT CAINTA","RF000053","ROYAL PREMIUM SALAD MAC 400G",12.93,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000018","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000022","STC-000000094","JAYNITH'S SUPERMART PASIG","WF000191","FIESTA SWEET 500GX24",12.83,"FOOD","GSRT-B02-09","ZEU000000022","GRC-032",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000022","STC-000000095","JAYNITH'S SUPERMART SAN MATEO","WF000191","FIESTA SWEET 500GX24",12.83,"FOOD","GSRT-B02-06","ZEU000000022","GRC-029",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000022","STC-000000647","ROBINSONS SPMKT CAINTA","WF000191","FIESTA SWEET 500GX24",12.83,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000022","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000022","STC-000000663","ROBINSONS SPMKT MARIPOSA","WF000191","FIESTA SWEET 500GX24",12.83,"FOOD","GSRT-B02-16","ZEU000000022","GRC-039",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000022","STC-000000665","ROBINSONS SPMKT MERVILLE","WF000191","FIESTA SWEET 500GX24",12.83,"FOOD","GSRT-B01-24","ZEU000000022","GRC-024",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000022","STC-000000666","ROBINSONS SPMKT METRO EAST","WF000191","FIESTA SWEET 500GX24",12.83,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000022","GRC-043",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000022","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","WF000191","FIESTA SWEET 500GX24",12.83,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000022","GRC-018",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000062","STC-000000095","JAYNITH'S SUPERMART SAN MATEO","WF000190","FIESTA SWEET 1KGX12",12.73,"FOOD","GSRT-B02-06","ZEU000000062","GRC-029",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000062","STC-000000628","ROBINSONS EASYMART ANTIPOLO","WF000190","FIESTA SWEET 1KGX12",12.73,"FOOD","GSRT-B01-03","ZEU000000062","GRC-003",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000062","STC-000000641","ROBINSONS SPMKT ANTIPOLO","WF000190","FIESTA SWEET 1KGX12",12.73,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000062","GRC-002",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000062","STC-000000663","ROBINSONS SPMKT MARIPOSA","WF000190","FIESTA SWEET 1KGX12",12.73,"FOOD","GSRT-B02-16","ZEU000000062","GRC-039",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000062","STC-000000665","ROBINSONS SPMKT MERVILLE","WF000190","FIESTA SWEET 1KGX12",12.73,"FOOD","GSRT-B01-24","ZEU000000062","GRC-024",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000062","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","WF000190","FIESTA SWEET 1KGX12",12.73,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000062","GRC-018",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000062","STC-000000669","ROBINSONS SPMKT MOONWALK EASYMART","WF000190","FIESTA SWEET 1KGX12",12.73,"FOOD","GSRT-B01-07","ZEU000000062","GRC-007",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000001","STC-000000647","ROBINSONS SPMKT CAINTA","WF000174","WK SpagSauce 3Cheese 1kg",12.68,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000001","GRC-006",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000001","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","WF000174","WK SpagSauce 3Cheese 1kg",12.68,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000001","GRC-018",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000065","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","WF000284","FIESTA ELBOW BIG 1KG X12",12.68,"FOOD","GSRT-B02-23","ZEU000000065","GRC-046",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000065","STC-000000641","ROBINSONS SPMKT ANTIPOLO","WF000284","FIESTA ELBOW BIG 1KG X12",12.68,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000065","GRC-002",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000065","STC-000000659","ROBINSONS SPMKT KARANGALAN","WF000284","FIESTA ELBOW BIG 1KG X12",12.68,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000065","GRC-038",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000065","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","WF000284","FIESTA ELBOW BIG 1KG X12",12.68,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000065","GRC-018",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000019","STC-000000666","ROBINSONS SPMKT METRO EAST","WF000202","FIESTA SALAD MAC 1kGX12",12.63,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000019","GRC-043",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000076","STC-000000645","ROBINSONS SPMKT BF PARANAQUE","RF000041","ROYAL TBASIL SPAG SAUCE1KGX12",12.6,"FOOD","GSRT-B01-25,GSRT-B02-25","ZEU000000076","GRC-048",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000076","STC-000000663","ROBINSONS SPMKT MARIPOSA","RF000041","ROYAL TBASIL SPAG SAUCE1KGX12",12.6,"FOOD","GSRT-B02-16","ZEU000000076","GRC-039",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000076","STC-000000731","SAN ROQUE SPMKT PUNTURIN","RF000041","ROYAL TBASIL SPAG SAUCE1KGX12",12.6,"FOOD","GSRT-B02-03","ZEU000000076","GRC-026",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000044","STC-000000647","ROBINSONS SPMKT CAINTA","RF000083","ROYAL FILIPINO SPAGHETTI SAUCE",12.5,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000044","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000033","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","WF000375","FIESTA ELBOW MAC 400G X 30",12.45,"FOOD","GSRT-B02-23","ZEU000000033","GRC-046",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000033","STC-000000655","ROBINSONS SPMKT EASTWOOD TECHNO","WF000375","FIESTA ELBOW MAC 400G X 30",12.45,"FOOD","GSRT-B02-07,GSRT-B02-08","ZEU000000033","GRC-031",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000033","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","WF000375","FIESTA ELBOW MAC 400G X 30",12.45,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000033","GRC-018",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000033","STC-000000678","ROBINSONS SPMKT SOUTHPARK MALL","WF000375","FIESTA ELBOW MAC 400G X 30",12.45,"FOOD","GSRT-B01-21,GSRT-B01-22","ZEU000000033","GRC-022",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000033","STC-000000724","SAN ROQUE SPMKT CAINTA 2","WF000375","FIESTA ELBOW MAC 400G X 30",12.45,"FOOD","GSRT-B01-04","ZEU000000033","GRC-004",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000043","STC-000000678","ROBINSONS SPMKT SOUTHPARK MALL","WF000377","FIESTA SALAD MACARONI 400G X 30",12.45,"FOOD","GSRT-B01-21,GSRT-B01-22","ZEU000000043","GRC-022",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000008","STC-000000659","ROBINSONS SPMKT KARANGALAN","RF000049","ROYAL PREMIUM ELBOW MAC 200G",12.31,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000008","GRC-038",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000083","STC-000000647","ROBINSONS SPMKT CAINTA","RF000074","ROYAL 4CHEESE 1 KG X 12",12.3,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000083","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000083","STC-000000648","ROBINSONS SPMKT CALIFORNIA","RF000074","ROYAL 4CHEESE 1 KG X 12",12.3,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000083","GRC-012",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000083","STC-000000659","ROBINSONS SPMKT KARANGALAN","RF000074","ROYAL 4CHEESE 1 KG X 12",12.3,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000083","GRC-038",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000006","STC-000000521","PUREGOLD JR SAN DIONISIO","JF001006","Super Choco Doy 150ml x 6s x 12s",11.77,"FOOD","GSRT-B02-22","ZEU000000006","GRC-045",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000034","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","WF000184","WK HTCAKE CRMYCLASIC200GX48",11.75,"FOOD","GSRT-B02-23","ZEU000000034","GRC-046",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000034","STC-000000724","SAN ROQUE SPMKT CAINTA 2","WF000184","WK HTCAKE CRMYCLASIC200GX48",11.75,"FOOD","GSRT-B01-04","ZEU000000034","GRC-004",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000059","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","WF000376","FIESTA ELBOW MACARONI 200G X 56",11.65,"FOOD","GSRT-B02-23","ZEU000000059","GRC-046",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000059","STC-000000647","ROBINSONS SPMKT CAINTA","WF000376","FIESTA ELBOW MACARONI 200G X 56",11.65,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000059","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000059","STC-000000731","SAN ROQUE SPMKT PUNTURIN","WF000376","FIESTA ELBOW MACARONI 200G X 56",11.65,"FOOD","GSRT-B02-03","ZEU000000059","GRC-026",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000059","STC-000000724","SAN ROQUE SPMKT CAINTA 2","WF000376","FIESTA ELBOW MACARONI 200G X 56",11.65,"FOOD","GSRT-B01-04","ZEU000000059","GRC-004",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000074","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","WF000211","WK NATIVE PUTO200GX48",11.62,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000074","GRC-018",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000061","STC-000000645","ROBINSONS SPMKT BF PARANAQUE","WF000212","WK NATIVE PUTO400G X 24",11.37,"FOOD","GSRT-B01-25,GSRT-B02-25","ZEU000000061","GRC-048",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000079","STC-000000648","ROBINSONS SPMKT CALIFORNIA","WF000183","WK HTCAKE CRMYCLASIC400GX24",11.37,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000079","GRC-012",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000079","STC-000000664","ROBINSONS SPMKT MERCEDES","WF000183","WK HTCAKE CRMYCLASIC400GX24",11.37,"FOOD","GSRT-B02-17,GSRT-B02-18","ZEU000000079","GRC-041",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000079","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","WF000183","WK HTCAKE CRMYCLASIC400GX24",11.37,"FOOD","GSRT-B02-05","ZEU000000079","GRC-028",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000626","ROBINSONS DEPT STORE GALLERIA","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B02-10,GSRT-B02-11,GSRT-B02-12","ZEU000000037","GRC-035",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000641","ROBINSONS SPMKT ANTIPOLO","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000037","GRC-002",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000645","ROBINSONS SPMKT BF PARANAQUE","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B01-25,GSRT-B02-25","ZEU000000037","GRC-048",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000647","ROBINSONS SPMKT CAINTA","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000037","GRC-006",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000655","ROBINSONS SPMKT EASTWOOD TECHNO","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B02-07,GSRT-B02-08","ZEU000000037","GRC-031",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000659","ROBINSONS SPMKT KARANGALAN","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000037","GRC-038",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000664","ROBINSONS SPMKT MERCEDES","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B02-17,GSRT-B02-18","ZEU000000037","GRC-041",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000666","ROBINSONS SPMKT METRO EAST","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000037","GRC-043",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B02-05","ZEU000000037","GRC-028",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000037","STC-000000724","SAN ROQUE SPMKT CAINTA 2","WF000176","WKHTCAKE COMPLTE SYRUP400GX24",11.33,"FOOD","GSRT-B01-04","ZEU000000037","GRC-004",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000073","STC-000000521","PUREGOLD JR SAN DIONISIO","WF000326","FIESTA SPAGHETTI 900g X 12",11.31,"FOOD","GSRT-B02-22","ZEU000000073","GRC-045",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000073","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","WF000326","FIESTA SPAGHETTI 900g X 12",11.31,"FOOD","GSRT-B02-23","ZEU000000073","GRC-046",4,4,"Aug 22, 2018"
"ID-180822-001","ZGR-000000073","STC-000000641","ROBINSONS SPMKT ANTIPOLO","WF000326","FIESTA SPAGHETTI 900g X 12",11.31,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000073","GRC-002",7,7,"Aug 22, 2018"
"ID-180822-001","ZGR-000000073","STC-000000647","ROBINSONS SPMKT CAINTA","WF000326","FIESTA SPAGHETTI 900g X 12",11.31,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000073","GRC-006",11,11,"Aug 22, 2018"
"ID-180822-001","ZGR-000000073","STC-000000655","ROBINSONS SPMKT EASTWOOD TECHNO","WF000326","FIESTA SPAGHETTI 900g X 12",11.31,"FOOD","GSRT-B02-07,GSRT-B02-08","ZEU000000073","GRC-031",4,4,"Aug 22, 2018"
"ID-180822-001","ZGR-000000073","STC-000000658","ROBINSONS SPMKT GRAND CANAL MCKINLEY","WF000326","FIESTA SPAGHETTI 900g X 12",11.31,"FOOD","GSRT-B02-04","ZEU000000073","GRC-027",2,2,"Aug 22, 2018"
